:START_ID(restaurants),:END_ID(categories)
rBYX6kKsDt24uFdyAEs5iw,16
yBfY-xIpN_OmxyXfoX0bTQ,67
yBfY-xIpN_OmxyXfoX0bTQ,22
yBfY-xIpN_OmxyXfoX0bTQ,16
yBfY-xIpN_OmxyXfoX0bTQ,25
yBfY-xIpN_OmxyXfoX0bTQ,1
ifGlDvwm_6ralFBNb35Bkg,1
ifGlDvwm_6ralFBNb35Bkg,56
ifGlDvwm_6ralFBNb35Bkg,31
lNi997C0gpQMlKW4LIIdrg,25
lNi997C0gpQMlKW4LIIdrg,26
lNi997C0gpQMlKW4LIIdrg,31
lNi997C0gpQMlKW4LIIdrg,1
lNi997C0gpQMlKW4LIIdrg,32
PMv1-zywWOnHcmvcnB30HQ,26
PMv1-zywWOnHcmvcnB30HQ,22
PMv1-zywWOnHcmvcnB30HQ,1
B8oETYiwY33NGixjU6Z0oA,1
B8oETYiwY33NGixjU6Z0oA,31
B8oETYiwY33NGixjU6Z0oA,0
SWrUyOkijbZPp6If7UMzjw,35
SWrUyOkijbZPp6If7UMzjw,12
SWrUyOkijbZPp6If7UMzjw,34
SWrUyOkijbZPp6If7UMzjw,1
5L918sNOVHcCJKZ7RWATBw,6
5L918sNOVHcCJKZ7RWATBw,9
5L918sNOVHcCJKZ7RWATBw,1
5L918sNOVHcCJKZ7RWATBw,26
5L918sNOVHcCJKZ7RWATBw,32
RubysERTZxfYrkkzgYOlXg,74
RubysERTZxfYrkkzgYOlXg,1
CLUKvU_lTOcCQi6_24lzOg,1
CLUKvU_lTOcCQi6_24lzOg,29
CLUKvU_lTOcCQi6_24lzOg,9
CLUKvU_lTOcCQi6_24lzOg,15
CLUKvU_lTOcCQi6_24lzOg,81
CLUKvU_lTOcCQi6_24lzOg,6
r19qAeTxkc-aes2UVt9v5Q,1
r19qAeTxkc-aes2UVt9v5Q,12
R5yCU9dJnGcXw3voSB7pKg,27
R5yCU9dJnGcXw3voSB7pKg,1
R5yCU9dJnGcXw3voSB7pKg,22
R5yCU9dJnGcXw3voSB7pKg,115
R5yCU9dJnGcXw3voSB7pKg,70
R5yCU9dJnGcXw3voSB7pKg,78
R5yCU9dJnGcXw3voSB7pKg,43
R5yCU9dJnGcXw3voSB7pKg,9
R5yCU9dJnGcXw3voSB7pKg,6
R5yCU9dJnGcXw3voSB7pKg,95
R5yCU9dJnGcXw3voSB7pKg,0
R5yCU9dJnGcXw3voSB7pKg,34
Wy3s-xxiqZBg5Y1eSzI2DQ,95
Wy3s-xxiqZBg5Y1eSzI2DQ,0
Wy3s-xxiqZBg5Y1eSzI2DQ,52
Wy3s-xxiqZBg5Y1eSzI2DQ,1
1MiuGnBgT6beHPfTJiCF7g,1
1MiuGnBgT6beHPfTJiCF7g,8
1MiuGnBgT6beHPfTJiCF7g,48
1MiuGnBgT6beHPfTJiCF7g,11
b9bzEYHseU0ceo7-0XaXqg,11
b9bzEYHseU0ceo7-0XaXqg,21
b9bzEYHseU0ceo7-0XaXqg,1
b9bzEYHseU0ceo7-0XaXqg,34
lm-KtpMuHoPVCkC7zpr_xg,30
lm-KtpMuHoPVCkC7zpr_xg,16
lm-KtpMuHoPVCkC7zpr_xg,23
lm-KtpMuHoPVCkC7zpr_xg,1
lm-KtpMuHoPVCkC7zpr_xg,54
lm-KtpMuHoPVCkC7zpr_xg,22
lm-KtpMuHoPVCkC7zpr_xg,25
i0Q1qSWUsyMJcbcTNJBtIw,67
i0Q1qSWUsyMJcbcTNJBtIw,1
i0Q1qSWUsyMJcbcTNJBtIw,25
i0Q1qSWUsyMJcbcTNJBtIw,22
i0Q1qSWUsyMJcbcTNJBtIw,16
WroosnY3U0t_Lg1U_3s8AQ,1
WroosnY3U0t_Lg1U_3s8AQ,16
WroosnY3U0t_Lg1U_3s8AQ,32
WroosnY3U0t_Lg1U_3s8AQ,26
WroosnY3U0t_Lg1U_3s8AQ,15
YxRqBrepifOBU7KO4b4BDg,6
YxRqBrepifOBU7KO4b4BDg,15
YxRqBrepifOBU7KO4b4BDg,26
YxRqBrepifOBU7KO4b4BDg,41
YxRqBrepifOBU7KO4b4BDg,9
YxRqBrepifOBU7KO4b4BDg,1
YxRqBrepifOBU7KO4b4BDg,81
eZV80xPOehww63KQWdrviQ,1
eZV80xPOehww63KQWdrviQ,48
lqMOJ_cVSvVU-lferJVPLg,1
lqMOJ_cVSvVU-lferJVPLg,12
8MzZuGJVuA_HzzQ-QKDpTg,87
8MzZuGJVuA_HzzQ-QKDpTg,48
8MzZuGJVuA_HzzQ-QKDpTg,80
8MzZuGJVuA_HzzQ-QKDpTg,1
8MzZuGJVuA_HzzQ-QKDpTg,133
4To3eljiM2DlF-D7Fih8iQ,12
4To3eljiM2DlF-D7Fih8iQ,1
4To3eljiM2DlF-D7Fih8iQ,6
4To3eljiM2DlF-D7Fih8iQ,9
4To3eljiM2DlF-D7Fih8iQ,4
4To3eljiM2DlF-D7Fih8iQ,81
yTVTy75PHthgHH1ZcGVbZg,1
yTVTy75PHthgHH1ZcGVbZg,4
kFx4Nq2WhoIlCx7Adrzo8Q,22
kFx4Nq2WhoIlCx7Adrzo8Q,139
kFx4Nq2WhoIlCx7Adrzo8Q,104
kFx4Nq2WhoIlCx7Adrzo8Q,0
kFx4Nq2WhoIlCx7Adrzo8Q,1
TlaXeIvS_0yQhjWTLHCLSA,135
TlaXeIvS_0yQhjWTLHCLSA,32
TlaXeIvS_0yQhjWTLHCLSA,12
TlaXeIvS_0yQhjWTLHCLSA,22
TlaXeIvS_0yQhjWTLHCLSA,1
TlaXeIvS_0yQhjWTLHCLSA,25
lwJllJ5e4CLHdliOPEfgGg,14
lwJllJ5e4CLHdliOPEfgGg,56
lwJllJ5e4CLHdliOPEfgGg,1
lwJllJ5e4CLHdliOPEfgGg,19
Wj2Rb6wGmejjYuZgRpNuNw,87
Wj2Rb6wGmejjYuZgRpNuNw,80
Wj2Rb6wGmejjYuZgRpNuNw,1
Wj2Rb6wGmejjYuZgRpNuNw,48
CUckmG16ZfLaLogSDlSNYw,0
CUckmG16ZfLaLogSDlSNYw,1
YBZHAr2Psvh20BZBv7o6cQ,0
YBZHAr2Psvh20BZBv7o6cQ,1
YBZHAr2Psvh20BZBv7o6cQ,31
DZUZbsr-a_59zjjPY8rGKQ,22
DZUZbsr-a_59zjjPY8rGKQ,15
DZUZbsr-a_59zjjPY8rGKQ,140
DZUZbsr-a_59zjjPY8rGKQ,1
DZUZbsr-a_59zjjPY8rGKQ,27
3qRDGcBOcfFnEfAzVLO6oA,4
3qRDGcBOcfFnEfAzVLO6oA,1
J1VMww2sKmYVWETGXR63_A,2
J1VMww2sKmYVWETGXR63_A,1
J1VMww2sKmYVWETGXR63_A,109
J1VMww2sKmYVWETGXR63_A,93
J1VMww2sKmYVWETGXR63_A,6
J1VMww2sKmYVWETGXR63_A,75
J1VMww2sKmYVWETGXR63_A,132
QqN7cWY8DerAsL7kW01UcQ,1
QqN7cWY8DerAsL7kW01UcQ,26
0MivygP7tD4AWbskqYmMuA,4
0MivygP7tD4AWbskqYmMuA,1
FNufNXHffHXRUhIqXWNoCQ,131
FNufNXHffHXRUhIqXWNoCQ,128
FNufNXHffHXRUhIqXWNoCQ,1
FNufNXHffHXRUhIqXWNoCQ,80
UI396ToWHWXcDmILMclWcg,4
UI396ToWHWXcDmILMclWcg,1
3N38Hwxvx2Azb2hyLb1vxA,16
3N38Hwxvx2Azb2hyLb1vxA,1
3N38Hwxvx2Azb2hyLb1vxA,33
_7EnH5l_oCZyu407yuvNEQ,1
_7EnH5l_oCZyu407yuvNEQ,95
_7EnH5l_oCZyu407yuvNEQ,22
_7EnH5l_oCZyu407yuvNEQ,78
_7EnH5l_oCZyu407yuvNEQ,120
_7EnH5l_oCZyu407yuvNEQ,0
VcwdSsoGhQAwo7Th3MWBOw,0
VcwdSsoGhQAwo7Th3MWBOw,11
VcwdSsoGhQAwo7Th3MWBOw,52
VcwdSsoGhQAwo7Th3MWBOw,1
C-rxRVvEs7VrGUwMSngxvA,1
C-rxRVvEs7VrGUwMSngxvA,12
j1e3-hZkEX-mnxuujdKQig,1
j1e3-hZkEX-mnxuujdKQig,80
j1e3-hZkEX-mnxuujdKQig,56
UBX73ZWgCdgom4nv0UeGvg,97
UBX73ZWgCdgom4nv0UeGvg,11
UBX73ZWgCdgom4nv0UeGvg,1
UBX73ZWgCdgom4nv0UeGvg,52
UBX73ZWgCdgom4nv0UeGvg,81
UBX73ZWgCdgom4nv0UeGvg,9
UBX73ZWgCdgom4nv0UeGvg,6
XWDbA6RFVBBLjPps-f47Cw,22
XWDbA6RFVBBLjPps-f47Cw,141
XWDbA6RFVBBLjPps-f47Cw,23
XWDbA6RFVBBLjPps-f47Cw,1
XWDbA6RFVBBLjPps-f47Cw,0
-KugJyLmuTECAE121jsCkg,1
-KugJyLmuTECAE121jsCkg,12
-F-30mTCP0dUr_mm57NxUQ,6
-F-30mTCP0dUr_mm57NxUQ,142
-F-30mTCP0dUr_mm57NxUQ,120
-F-30mTCP0dUr_mm57NxUQ,22
-F-30mTCP0dUr_mm57NxUQ,1
ZraQzfGJfnVMbMXZwOQ7Vg,1
ZraQzfGJfnVMbMXZwOQ7Vg,85
ZraQzfGJfnVMbMXZwOQ7Vg,35
ZraQzfGJfnVMbMXZwOQ7Vg,49
MPuoLAmmBvijfXC7JEUsFw,56
MPuoLAmmBvijfXC7JEUsFw,1
MPuoLAmmBvijfXC7JEUsFw,143
-PuFGEYEx1wPjqoxfE_k4Q,0
-PuFGEYEx1wPjqoxfE_k4Q,1
UXHJCBnu6Ruh4SjLBOyaAA,36
UXHJCBnu6Ruh4SjLBOyaAA,1
UXHJCBnu6Ruh4SjLBOyaAA,49
UXHJCBnu6Ruh4SjLBOyaAA,35
F4cyfaD-SIg2N8r2xIiWjg,107
F4cyfaD-SIg2N8r2xIiWjg,22
F4cyfaD-SIg2N8r2xIiWjg,65
F4cyfaD-SIg2N8r2xIiWjg,106
F4cyfaD-SIg2N8r2xIiWjg,1
F4cyfaD-SIg2N8r2xIiWjg,23
F4cyfaD-SIg2N8r2xIiWjg,24
Y9wxA_5Mwnax3dTLTXxEZg,1
Y9wxA_5Mwnax3dTLTXxEZg,25
Y9wxA_5Mwnax3dTLTXxEZg,16
Y9wxA_5Mwnax3dTLTXxEZg,42
Y9wxA_5Mwnax3dTLTXxEZg,34
Y9wxA_5Mwnax3dTLTXxEZg,24
Y9wxA_5Mwnax3dTLTXxEZg,23
Y9wxA_5Mwnax3dTLTXxEZg,30
Y9wxA_5Mwnax3dTLTXxEZg,22
Y9wxA_5Mwnax3dTLTXxEZg,54
FAvUlfYblxOf6FA4eO-qnA,54
FAvUlfYblxOf6FA4eO-qnA,29
FAvUlfYblxOf6FA4eO-qnA,22
FAvUlfYblxOf6FA4eO-qnA,1
FAvUlfYblxOf6FA4eO-qnA,74
FAvUlfYblxOf6FA4eO-qnA,84
h2TLKm5xuRttX1NJUoYurQ,0
h2TLKm5xuRttX1NJUoYurQ,6
h2TLKm5xuRttX1NJUoYurQ,1
h2TLKm5xuRttX1NJUoYurQ,95
h2TLKm5xuRttX1NJUoYurQ,9
VNf2NwMjjcYVBWGGMigTtA,99
VNf2NwMjjcYVBWGGMigTtA,100
VNf2NwMjjcYVBWGGMigTtA,53
VNf2NwMjjcYVBWGGMigTtA,0
VNf2NwMjjcYVBWGGMigTtA,54
VNf2NwMjjcYVBWGGMigTtA,1
VNf2NwMjjcYVBWGGMigTtA,22
g1o1XGR4vA85paP6G9S9DQ,1
g1o1XGR4vA85paP6G9S9DQ,12
dAYsDKMHLR3eZqn1CP5oJw,9
dAYsDKMHLR3eZqn1CP5oJw,37
dAYsDKMHLR3eZqn1CP5oJw,69
dAYsDKMHLR3eZqn1CP5oJw,125
dAYsDKMHLR3eZqn1CP5oJw,1
dAYsDKMHLR3eZqn1CP5oJw,26
dAYsDKMHLR3eZqn1CP5oJw,70
dAYsDKMHLR3eZqn1CP5oJw,6
6zLeYObKM9K4aFcSrhbz_Q,12
6zLeYObKM9K4aFcSrhbz_Q,1
J4Lj1Mag6ODDmP0kuRnEZw,1
J4Lj1Mag6ODDmP0kuRnEZw,6
J4Lj1Mag6ODDmP0kuRnEZw,4
J4Lj1Mag6ODDmP0kuRnEZw,89
J4Lj1Mag6ODDmP0kuRnEZw,9
icydX8ke3jYeam4yL3ap4w,12
icydX8ke3jYeam4yL3ap4w,1
icydX8ke3jYeam4yL3ap4w,4
QgJv-WSd5IdYTYIaS_RRxQ,16
QgJv-WSd5IdYTYIaS_RRxQ,1
FjgPNVFrbL924rNUMm8nBg,1
FjgPNVFrbL924rNUMm8nBg,26
FjgPNVFrbL924rNUMm8nBg,43
FjgPNVFrbL924rNUMm8nBg,6
FjgPNVFrbL924rNUMm8nBg,9
FjgPNVFrbL924rNUMm8nBg,144
FjgPNVFrbL924rNUMm8nBg,22
Eggbe8TRDB0wPjqymWMk9Q,22
Eggbe8TRDB0wPjqymWMk9Q,30
Eggbe8TRDB0wPjqymWMk9Q,1
Eggbe8TRDB0wPjqymWMk9Q,108
QZjoE2z7MwKZ8JvzUNzGzw,54
QZjoE2z7MwKZ8JvzUNzGzw,48
QZjoE2z7MwKZ8JvzUNzGzw,107
QZjoE2z7MwKZ8JvzUNzGzw,1
QZjoE2z7MwKZ8JvzUNzGzw,22
QZjoE2z7MwKZ8JvzUNzGzw,53
g49GSuIxGFz0Kr9b9qXqJQ,4
g49GSuIxGFz0Kr9b9qXqJQ,1
Tz36ybiNcF6X9wxEFZ4J4g,39
Tz36ybiNcF6X9wxEFZ4J4g,38
Tz36ybiNcF6X9wxEFZ4J4g,16
Tz36ybiNcF6X9wxEFZ4J4g,1
Tz36ybiNcF6X9wxEFZ4J4g,22
Tz36ybiNcF6X9wxEFZ4J4g,40
Tz36ybiNcF6X9wxEFZ4J4g,15
jVJdCT5lD-DT0LuH1OGVNA,32
jVJdCT5lD-DT0LuH1OGVNA,15
jVJdCT5lD-DT0LuH1OGVNA,1
jVJdCT5lD-DT0LuH1OGVNA,26
F0hePnZFn1Da5bQ-GO5tfA,1
F0hePnZFn1Da5bQ-GO5tfA,12
Ve1V5bBuUCz_aB0K5s0x_w,1
Ve1V5bBuUCz_aB0K5s0x_w,12
Y4nL9U-1fJmGAs5iTlSIXg,83
Y4nL9U-1fJmGAs5iTlSIXg,1
Y4nL9U-1fJmGAs5iTlSIXg,145
Y4nL9U-1fJmGAs5iTlSIXg,22
Y4nL9U-1fJmGAs5iTlSIXg,8
r08CGs3hygzCtBcmZYpZsg,29
r08CGs3hygzCtBcmZYpZsg,54
r08CGs3hygzCtBcmZYpZsg,84
r08CGs3hygzCtBcmZYpZsg,1
r08CGs3hygzCtBcmZYpZsg,22
65024MqvGVwOvseDL8l_-w,22
65024MqvGVwOvseDL8l_-w,83
65024MqvGVwOvseDL8l_-w,1
yK8LWJ4VRTYEoGxVYzcjQg,16
yK8LWJ4VRTYEoGxVYzcjQg,33
yK8LWJ4VRTYEoGxVYzcjQg,1
yK8LWJ4VRTYEoGxVYzcjQg,26
3dn-FdMoVBfqkH3SEgecxw,24
3dn-FdMoVBfqkH3SEgecxw,1
gtOVX8hGKKIryQs0lGPt3w,133
gtOVX8hGKKIryQs0lGPt3w,48
gtOVX8hGKKIryQs0lGPt3w,1
ACVar6kJC_P2aDHDBx6N_Q,83
ACVar6kJC_P2aDHDBx6N_Q,25
ACVar6kJC_P2aDHDBx6N_Q,121
ACVar6kJC_P2aDHDBx6N_Q,22
ACVar6kJC_P2aDHDBx6N_Q,42
ACVar6kJC_P2aDHDBx6N_Q,16
ACVar6kJC_P2aDHDBx6N_Q,30
ACVar6kJC_P2aDHDBx6N_Q,1
4EffIBpRHXJP0mNZeRAYvA,30
4EffIBpRHXJP0mNZeRAYvA,22
4EffIBpRHXJP0mNZeRAYvA,1
4EffIBpRHXJP0mNZeRAYvA,19
4EffIBpRHXJP0mNZeRAYvA,25
4EffIBpRHXJP0mNZeRAYvA,83
4EffIBpRHXJP0mNZeRAYvA,16
4EffIBpRHXJP0mNZeRAYvA,5
4EffIBpRHXJP0mNZeRAYvA,146
hFMud7XDefdWM1d-p1B2dQ,6
hFMud7XDefdWM1d-p1B2dQ,9
hFMud7XDefdWM1d-p1B2dQ,29
hFMud7XDefdWM1d-p1B2dQ,70
hFMud7XDefdWM1d-p1B2dQ,68
hFMud7XDefdWM1d-p1B2dQ,37
hFMud7XDefdWM1d-p1B2dQ,1
hFMud7XDefdWM1d-p1B2dQ,26
2-yrFS9sCxyKPfr6CnHmTw,1
2-yrFS9sCxyKPfr6CnHmTw,12
2-yrFS9sCxyKPfr6CnHmTw,22
_wm4lnfN_vWSuXZH3gXq9Q,1
_wm4lnfN_vWSuXZH3gXq9Q,12
_wm4lnfN_vWSuXZH3gXq9Q,16
Wbq1ioousibK88FRw3PlDA,24
Wbq1ioousibK88FRw3PlDA,1
qwoqt5912WOdHHOtoMUF1A,1
qwoqt5912WOdHHOtoMUF1A,18
qwoqt5912WOdHHOtoMUF1A,128
qwoqt5912WOdHHOtoMUF1A,22
qwoqt5912WOdHHOtoMUF1A,88
qwoqt5912WOdHHOtoMUF1A,133
0y5x2QxXdeHvs_m0hoO84Q,0
0y5x2QxXdeHvs_m0hoO84Q,1
0y5x2QxXdeHvs_m0hoO84Q,9
0y5x2QxXdeHvs_m0hoO84Q,6
gemfdRJabGzAqfD1oLLC_A,9
gemfdRJabGzAqfD1oLLC_A,32
gemfdRJabGzAqfD1oLLC_A,1
gemfdRJabGzAqfD1oLLC_A,26
gemfdRJabGzAqfD1oLLC_A,6
myAaXOSoxfaNnCPTcV4M8w,1
myAaXOSoxfaNnCPTcV4M8w,32
myAaXOSoxfaNnCPTcV4M8w,31
9i784uctK0-_omQcdCcgWA,35
9i784uctK0-_omQcdCcgWA,45
9i784uctK0-_omQcdCcgWA,32
9i784uctK0-_omQcdCcgWA,1
9i784uctK0-_omQcdCcgWA,12
qeBhpLwPn8KZJoHPPSH-sg,3
qeBhpLwPn8KZJoHPPSH-sg,37
qeBhpLwPn8KZJoHPPSH-sg,69
qeBhpLwPn8KZJoHPPSH-sg,135
qeBhpLwPn8KZJoHPPSH-sg,22
qeBhpLwPn8KZJoHPPSH-sg,10
qeBhpLwPn8KZJoHPPSH-sg,54
qeBhpLwPn8KZJoHPPSH-sg,1
0HzjYHjeL5GvGHMj9XjO5A,0
0HzjYHjeL5GvGHMj9XjO5A,1
jCyQknyt1mkMTBw60-ABUw,1
jCyQknyt1mkMTBw60-ABUw,30
jCyQknyt1mkMTBw60-ABUw,31
jCyQknyt1mkMTBw60-ABUw,22
jCyQknyt1mkMTBw60-ABUw,32
_LoYXMFxkbmrpAP74d81Dw,1
_LoYXMFxkbmrpAP74d81Dw,25
_LoYXMFxkbmrpAP74d81Dw,83
_LoYXMFxkbmrpAP74d81Dw,22
ylkgMTVWMvliW9x-XlbjvA,1
ylkgMTVWMvliW9x-XlbjvA,58
ylkgMTVWMvliW9x-XlbjvA,26
ylkgMTVWMvliW9x-XlbjvA,3
ylkgMTVWMvliW9x-XlbjvA,10
ylkgMTVWMvliW9x-XlbjvA,74
kvb0a9FiFs9UXWxE6q-5DA,1
kvb0a9FiFs9UXWxE6q-5DA,12
Qp_6nULBg80xhx8ksMYAHQ,19
Qp_6nULBg80xhx8ksMYAHQ,1
ajFL2FsdDZQwwpiOVeh1nQ,1
ajFL2FsdDZQwwpiOVeh1nQ,4
-PTWFicakClBDK-zyQ5hjA,42
-PTWFicakClBDK-zyQ5hjA,16
-PTWFicakClBDK-zyQ5hjA,26
-PTWFicakClBDK-zyQ5hjA,15
-PTWFicakClBDK-zyQ5hjA,1
uPngSFlKQmQT3v8h8aTwmA,12
uPngSFlKQmQT3v8h8aTwmA,1
ERov0fZxnWhM-2GYFY2i9Q,19
ERov0fZxnWhM-2GYFY2i9Q,56
ERov0fZxnWhM-2GYFY2i9Q,1
xHi_onbMgQqj86HFfDiqsw,31
xHi_onbMgQqj86HFfDiqsw,1
xHi_onbMgQqj86HFfDiqsw,39
xHi_onbMgQqj86HFfDiqsw,40
xHi_onbMgQqj86HFfDiqsw,22
xHi_onbMgQqj86HFfDiqsw,38
I3yzZhtKfRMuUHWHDBqHGA,1
I3yzZhtKfRMuUHWHDBqHGA,25
I3yzZhtKfRMuUHWHDBqHGA,24
I3yzZhtKfRMuUHWHDBqHGA,34
I3yzZhtKfRMuUHWHDBqHGA,86
v1VKIvac73Fxt6BMiuKiTA,1
v1VKIvac73Fxt6BMiuKiTA,12
v1VKIvac73Fxt6BMiuKiTA,4
HQdoy8OpEuGKM_Op-ovHFQ,81
HQdoy8OpEuGKM_Op-ovHFQ,1
HQdoy8OpEuGKM_Op-ovHFQ,15
HQdoy8OpEuGKM_Op-ovHFQ,29
HQdoy8OpEuGKM_Op-ovHFQ,9
HQdoy8OpEuGKM_Op-ovHFQ,6
alM80dgR9izB_svltTw1Nw,22
alM80dgR9izB_svltTw1Nw,1
alM80dgR9izB_svltTw1Nw,9
alM80dgR9izB_svltTw1Nw,43
alM80dgR9izB_svltTw1Nw,6
alM80dgR9izB_svltTw1Nw,27
alM80dgR9izB_svltTw1Nw,12
YkL_44nF4_jUDm3cyq5SJw,56
YkL_44nF4_jUDm3cyq5SJw,1
rl77SOSsmY-jklKpTm3jWw,1
rl77SOSsmY-jklKpTm3jWw,15
rl77SOSsmY-jklKpTm3jWw,6
NlkFNuYkreoPvrThNQEvbw,96
NlkFNuYkreoPvrThNQEvbw,1
NlkFNuYkreoPvrThNQEvbw,3
NlkFNuYkreoPvrThNQEvbw,6
NlkFNuYkreoPvrThNQEvbw,15
NlkFNuYkreoPvrThNQEvbw,9
EUTf-d0OVBMyPkg3lObG6w,1
EUTf-d0OVBMyPkg3lObG6w,31
EUTf-d0OVBMyPkg3lObG6w,12
X0lMkTXVs3PLcyKzQ6GTcw,1
X0lMkTXVs3PLcyKzQ6GTcw,25
X0lMkTXVs3PLcyKzQ6GTcw,24
X0lMkTXVs3PLcyKzQ6GTcw,34
X0lMkTXVs3PLcyKzQ6GTcw,16
JogSG9qSX7rRN1qioMhYeg,22
JogSG9qSX7rRN1qioMhYeg,72
JogSG9qSX7rRN1qioMhYeg,25
JogSG9qSX7rRN1qioMhYeg,122
JogSG9qSX7rRN1qioMhYeg,88
JogSG9qSX7rRN1qioMhYeg,94
JogSG9qSX7rRN1qioMhYeg,1
DXdqMi16GRc7oMUSFmjIfA,22
DXdqMi16GRc7oMUSFmjIfA,54
DXdqMi16GRc7oMUSFmjIfA,15
DXdqMi16GRc7oMUSFmjIfA,1
IZgQel8rfyLY8r69GtnUQg,147
IZgQel8rfyLY8r69GtnUQg,35
IZgQel8rfyLY8r69GtnUQg,1
IZgQel8rfyLY8r69GtnUQg,12
IZgQel8rfyLY8r69GtnUQg,45
adVbOEChtDwsLF6k_Quczw,24
adVbOEChtDwsLF6k_Quczw,1
-eKoPT80NewUNc2h-hevdA,30
-eKoPT80NewUNc2h-hevdA,15
-eKoPT80NewUNc2h-hevdA,1
-eKoPT80NewUNc2h-hevdA,22
-eKoPT80NewUNc2h-hevdA,83
qCVbvgYjJkdsrSN71Ra0Ew,9
qCVbvgYjJkdsrSN71Ra0Ew,12
qCVbvgYjJkdsrSN71Ra0Ew,1
qCVbvgYjJkdsrSN71Ra0Ew,35
qCVbvgYjJkdsrSN71Ra0Ew,6
qCVbvgYjJkdsrSN71Ra0Ew,81
qCVbvgYjJkdsrSN71Ra0Ew,130
hJ0QkeOdQ5y7MTmdR9NO1Q,99
hJ0QkeOdQ5y7MTmdR9NO1Q,100
hJ0QkeOdQ5y7MTmdR9NO1Q,81
hJ0QkeOdQ5y7MTmdR9NO1Q,15
hJ0QkeOdQ5y7MTmdR9NO1Q,9
hJ0QkeOdQ5y7MTmdR9NO1Q,22
hJ0QkeOdQ5y7MTmdR9NO1Q,6
hJ0QkeOdQ5y7MTmdR9NO1Q,26
hJ0QkeOdQ5y7MTmdR9NO1Q,1
TU3rjb_t9OVLoxVJpwEhwA,1
TU3rjb_t9OVLoxVJpwEhwA,103
TU3rjb_t9OVLoxVJpwEhwA,3
TU3rjb_t9OVLoxVJpwEhwA,148
TU3rjb_t9OVLoxVJpwEhwA,96
T3zMecCY619BrWOg-fi7lA,12
T3zMecCY619BrWOg-fi7lA,1
T3zMecCY619BrWOg-fi7lA,34
T3zMecCY619BrWOg-fi7lA,25
hN4B1kS8J5MQykKxrYXB_g,1
hN4B1kS8J5MQykKxrYXB_g,42
hN4B1kS8J5MQykKxrYXB_g,8
hN4B1kS8J5MQykKxrYXB_g,149
hN4B1kS8J5MQykKxrYXB_g,16
aAPiZY_6_xb2qSMs0ABBpg,17
aAPiZY_6_xb2qSMs0ABBpg,1
2ZaldC7ird5-K9sSvK6tIw,1
2ZaldC7ird5-K9sSvK6tIw,0
2ZaldC7ird5-K9sSvK6tIw,31
aiJg1ucX4IoeWFwKTNZcsA,58
aiJg1ucX4IoeWFwKTNZcsA,1
aiJg1ucX4IoeWFwKTNZcsA,3
aiJg1ucX4IoeWFwKTNZcsA,36
aiJg1ucX4IoeWFwKTNZcsA,10
aiJg1ucX4IoeWFwKTNZcsA,26
aiJg1ucX4IoeWFwKTNZcsA,25
yfKe5Ne8oo4jEBXiZvr__g,76
yfKe5Ne8oo4jEBXiZvr__g,9
yfKe5Ne8oo4jEBXiZvr__g,1
yfKe5Ne8oo4jEBXiZvr__g,150
yfKe5Ne8oo4jEBXiZvr__g,6
rwPdi2Ept5LcVYIRUjj53Q,1
rwPdi2Ept5LcVYIRUjj53Q,33
rwPdi2Ept5LcVYIRUjj53Q,26
BKVwN2btBPovpWis42Urlg,16
BKVwN2btBPovpWis42Urlg,1
BKVwN2btBPovpWis42Urlg,33
BKVwN2btBPovpWis42Urlg,25
DZG3652AxmIUGmlF-hg3mw,12
DZG3652AxmIUGmlF-hg3mw,5
DZG3652AxmIUGmlF-hg3mw,1
DZG3652AxmIUGmlF-hg3mw,4
pOQGEGN_UrH8rtKea0WKRA,83
pOQGEGN_UrH8rtKea0WKRA,25
pOQGEGN_UrH8rtKea0WKRA,42
pOQGEGN_UrH8rtKea0WKRA,147
pOQGEGN_UrH8rtKea0WKRA,16
pOQGEGN_UrH8rtKea0WKRA,22
pOQGEGN_UrH8rtKea0WKRA,1
pOQGEGN_UrH8rtKea0WKRA,151
UgdwL5wCdaFe84wmXmwaFg,1
UgdwL5wCdaFe84wmXmwaFg,19
qdKCj1XsTCgTql1iuPB5lg,1
qdKCj1XsTCgTql1iuPB5lg,33
qdKCj1XsTCgTql1iuPB5lg,42
qdKCj1XsTCgTql1iuPB5lg,16
a-YvWwzkAd-w6VWsW0sEhQ,1
a-YvWwzkAd-w6VWsW0sEhQ,22
a-YvWwzkAd-w6VWsW0sEhQ,31
a-YvWwzkAd-w6VWsW0sEhQ,25
a-YvWwzkAd-w6VWsW0sEhQ,135
a-YvWwzkAd-w6VWsW0sEhQ,24
Jmk_N22L1iQ6-EZIlexqag,1
Jmk_N22L1iQ6-EZIlexqag,22
Jmk_N22L1iQ6-EZIlexqag,39
Jmk_N22L1iQ6-EZIlexqag,0
qRB4CzTnQy6iOO4D1FT4kg,12
qRB4CzTnQy6iOO4D1FT4kg,1
Yh0HF45_lVXa6gSSKsJY1w,24
Yh0HF45_lVXa6gSSKsJY1w,31
Yh0HF45_lVXa6gSSKsJY1w,25
Yh0HF45_lVXa6gSSKsJY1w,1
JCXcdCGpqIRXEGzhPukdsg,4
JCXcdCGpqIRXEGzhPukdsg,1
JCXcdCGpqIRXEGzhPukdsg,12
FyPqFGQXuX7Jkrjm6LoC0Q,1
FyPqFGQXuX7Jkrjm6LoC0Q,56
