restaurant_id:ID(restaurants),name,stars,review_count,price_range
ht70fX_P9ufTqDxIjtbwpA,honeygrow,3.5,93,2.0
VkHexf3mBy-8hu2vsSVd4g,Chiwa Bistro,4.0,113,2.0
e4GIbSFHess2qAopZNzxMQ,Philippine Smoked BBQ Grill,4.5,111,2.0
9KPLUSHOx2vgaK7n_tYs2Q,Tung Hsing House,2.5,12,2.0
vfaKBk38ajlSYnXBc9dmEQ,Madison's Smoked BBQ,3.5,16,2.0
JqdovxCkzQgj872gX4qZxA,Hot Spot Pizza,4.5,11,
B61ZWIX1AEl76A2WEdDZMw,Lestardo's Crab House,3.5,123,2.0
yoOKenFN8L3BS80iOi083A,Cafe Pizzeria,4.0,15,
YFIk4noVT4mrdF2fiEr85w,Pamela's Gourmet,5.0,5,
XxptQeCkYTcDy4gQRAg9UQ,KOI on the go,4.5,23,1.0
1mDmIanzPk0zEEytGdtaHg,The R Lounge & Restaurant,2.5,7,2.0
ga8LWom8Xzu0ZKaohW7Jtg,Pats Pizza & Bistro,3.0,24,1.0
6pWjGY72eQJ99Khs2adWZg,Dom's Deli,3.5,9,1.0
jMOIi_o4pmPwR_Q8P7gS5Q,Basil Bar & Grill,2.5,11,2.0
mNKL1JPiN2zBrUmIgTM56A,Eclipse Bistro,4.5,141,3.0
_-OXe_vQnPRZp7-JBqXmbA,India Palace Indian Restaurant,4.5,84,2.0
B0SPP0RsKkJxf6zK6mG9kw,Dragon City Chinese Restaurant,3.0,14,1.0
vkffDkvbUwkgEXoBbCAXng,Famous Dave's Bar-B-Que,3.0,64,2.0
5k1Hk_ETYdNASh4IrmCXKg,Wawa,3.5,23,1.0
z_MefzpYwQkxXorCdQTUjw,Viva Chicken,4.0,68,2.0
luUGLqA3Gxv5raCJOAzblw,Firebirds Wood Fired Grill,4.0,430,2.0
zgSZxYaCI0wcMTR0Dxd7oQ,Dead Presidents Pub & Restaurant,3.5,98,2.0
V291Oax3fUUxUzXnOpOqCQ,Paradise Biryani Pointe,2.5,49,2.0
Iud8PGRJx53S4zpBVC2pSQ,Moro Restaurant,3.5,115,3.0
yJ2585fQD8lcuckZ4QIdmw,Pho Bami,4.5,90,
e4Ykq4wvcUmBQmJTMd3Vzw,Domino's Pizza,1.5,37,1.0
Nr2_KH54XKYxVV99zLkm_w,Los Taquitos De Puebla II,4.0,13,2.0
L7r4uOZT58z1Vv-rGlSZBg,Scrumptious,4.0,305,2.0
Fs08fD1W5krz7vkc-qmpAA,Jamaican Mi Hungry,4.5,29,2.0
bjE19DpRbN-OgTMVaMwpJg,New York Fried Chicken,3.0,5,
kehm5RaeTwFNT43jfm7BSQ,Six Paupers Tavern & Restaurant,3.0,60,2.0
9tXwyr5Yqu4WnuCLOUPtrQ,Taco Grande,3.5,33,2.0
veEVH9fwkhs_iR38LlK2yA,Cafe Americana,4.5,29,
9QsamgtWTCpiYVrFr-p26w,Chipotle Mexican Grill,2.0,15,
IiWJAgqRZnccukTwi_YjvQ,Tijuana Taco Shop,3.5,19,2.0
Da1Cc7gaouF_2avorSj-PA,Brew HaHa!,3.5,16,2.0
ssCzAwPICd79FWhkqdpgBg,2 Fat Guys,3.5,56,2.0
Un6hqD_6kzW1VW8SVuN7SA,Los Jarritos,4.0,17,1.0
-VbtijUhH4xVP7cZbEo6-Q,Ted's Montana Grill - Christiana,3.5,149,2.0
XqOSW0xVG7796_l_5-ai1A,Mexican Table,4.0,112,2.0
skP6KUZgrEzY1udMSfBOyA,Hot Spot Pizza & Restaurant,4.5,15,1.0
FB8GTSt4sBBNA9yZPZ4teA,Master Wok,2.5,9,
_6BDxk8486ZYiRwpPmQewg,Limestone BBQ and Bourbon,4.0,174,2.0
gV-u_5SA-htqslt2yUaLgg,Negril Caribbean Restaurant,4.5,7,
ZzN0X75GAtJTd-WOdPGNtw,El Toro Cantina,4.0,9,
-q8Dnex7CtMFkg04gDd09A,Planet Hoagie,3.5,5,1.0
Uq-y9KERobbe95mVet8NWw,Semo's Restaurant,4.5,23,1.0
VmxGFqtplC3yIOClQ3Tulg,Tex Mex Burriro,5.0,15,
aqLHq0LCuqgVVjcsjeyTbA,TGI Fridays,2.5,68,2.0
wANOZ3zhbnWMchaeHfksSw,Sub City,4.5,16,1.0
_e0k_CGqUSp0_c17GaLSzg,Bites & Slice,3.0,17,
yOWecDeW4MIBj-Hbpen3Pw,Maui Poke Bowl,4.0,15,
qWLHeczMVxxanXnMldknJw,Kampo Garden,3.0,13,
s4sR4VUo5bzMcpXuiAj-EA,Quinn's Cafe,4.0,49,1.0
fg82H-02ojEUHAgDKk0Acw,Wendy's,2.0,11,1.0
4sZVseAd2XZrSReEmBlMFQ,Lone Star Steakhouse,2.0,36,2.0
FXyX5mm_2daiHTzEMukVEw,Popeyes Louisiana Kitchen,2.5,12,1.0
TqDErLK4t0TfSiFzxuocuQ,Casapulla's North Steak & Sub Shop,4.0,52,1.0
t33PAjYsxtFw--8NpLKfNg,Panera Bread,2.5,61,2.0
Lmb-iJGzBu_1W-dEvB3TBQ,Krazy Kat's Restaurant,4.0,89,3.0
6T-hXleL9aMLf-sezBjs9Q,Panda Express,2.5,18,
Me4mO0eMVp5ZY3Smznr7tQ,Taco Bell,1.0,25,1.0
1vMvq4kXlOmSdPDWp_1shg,Levitea,5.0,8,1.0
CBDzS_gMn_-jO3_4XXVYeA,Hideaway Bar & Grill,4.0,14,1.0
XmlF_2NbH65tDiSd2u2M5A,Gyro Kabob House,4.5,249,1.0
4JR06JiS8W8ieXoF1ZWkGg,PureBread Deli,3.5,27,1.0
k2qArgJgsWWrtWT_r0rRlQ,The Rat Pack Bistro,4.0,9,2.0
srk9xvVrkXrEKUP-7oXAfQ,Stanley's Tavern,3.0,108,2.0
8o3w3Tu368WTFz45rMLvYQ,Nordstrom Grill,3.5,17,2.0
VBt9CM3hcetWVDREp-_IrA,Dumpling House,4.0,5,2.0
VfkltVSN0Yhyu0Cgwhml4w,Salute Bistro & Bar,3.0,17,2.0
wP9W_KYu7qASDfkVZDP87Q,Olive Grill,3.0,10,
t13D7cAJSWtJj19uatqoXA,Kooma,3.5,62,2.0
4OX0hYoXnXB9ihtptZByug,K'S Kitchen,4.0,15,
s_sEMaNkRtwjEFJfStaOgQ,Cosmos Restaurant,3.5,71,2.0
d9-_PYtP-qklQ9Q7iLU8cw,Wings To Go - New Castle,3.0,10,1.0
_yqi2ut_GE9R13ZmMoqz1g,Junction Eighteen,2.5,5,2.0
EP9K6qXOyHFq_0tp93wh9Q,Big Fish Grill - Riverfront,4.0,456,2.0
LGYzaCmNj3_FiG-r8U1-mw,Capers & Lemons Restaurant,4.0,187,2.0
wz_wBcvlHhLi6DGKi_MPOw,Angelo's Luncheonette,4.5,49,1.0
b2eIruLWQpwgeoSWExmTVA,Berri Yummi Frozen Yogurt,4.5,26,1.0
YCLI8aFvdM3uUE-MgrPJZQ,Newport Family Restaurant,4.0,45,1.0
rt-b9ewIBHvlYlNuoCx2cA,Nick's Pizzeria & Italian Restaurant,4.0,18,1.0
hJvw6uua0KFIfBF44Hf2Eg,Cafe Pomodoro,4.5,36,
L-vZQuTZFNqjRdXdUnlurQ,El Camino Mexican Kitchen,3.5,105,2.0
CE4huEPSU8-7CRoxqcNfBA,Gianni's Pizza,4.5,36,
h3mMPUeFLnd6JjlztFBRXg,Hunan Asian Cuisine,3.0,34,2.0
Ick2_d3ywqp7d7Sf1Keb6A,Rigatoni's Mobile Crab Cakes,4.0,9,4.0
gk3hzKydevLKZ2FVmJdt-A,Nora Lee's,3.5,207,2.0
5mJKPbzXp6PyFcIpHN4RlQ,Rodney Grille,3.0,10,2.0
jRbCgGm1cpIcBZf-vOhJvA,Daily Veg - Pike Creek,4.0,56,2.0
2vPU40ZWpAfL2e5iAfJmaA,G & P Pizza,4.5,7,1.0
FQbLZ_N_VuinjfBFxzK3TQ,Melt Shop,3.5,13,
3RvolkfkPzFkAHKWEG0Wnw,Brew-Haha,4.0,30,1.0
L3E-e_f-io2kcnT-hDbT4w,Friendly's,2.5,19,1.0
87ufxVV8RjtnLJjwjKG_nw,Ruby Tuesday,2.5,44,2.0
6cJQb8SEUqti-0S04e9Yow,Seasons Pizza,3.0,28,2.0
Y1pykNVnghzVSW775FjP1w,1000 Degrees Pizza Salad Wings,2.5,25,
5Ubo-2HLRnCCo8Pnq-v-cQ,Dunkin',4.0,14,1.0
qJcmu67ZEQ4bd1m9Kh_T1w,Kalbi Asian Bistro,3.5,109,2.0
MqJlz0N3ujhtZCWnJmOpZg,Cafe New Castle,4.0,69,2.0
YCPSELmCiZGB0xuKd558uw,Sugarfoot Fine Food,3.0,10,2.0
eRHLp-PimreSNP5dR41nVg,Saladworks,3.5,10,1.0
hH5J-JyOWUjDvCrXBwr2Wg,Mulrooney's Tavern,4.0,5,1.0
47IVPsHZAA0soPvidEnNbw,Pickles & Chip's,3.5,46,1.0
j8Tp3nm8PYtO2exarX8zVg,Boston Market,3.0,22,1.0
LhQ_DPEESCNf-hy-GrrMdQ,Scrimmages Restaurant and Sports Bar,2.5,21,2.0
yJ3PJRDGKjnsmqW7BFbB_A,Connie's Chicken and Waffles,3.5,12,
FiQtALz4rxB-vCiq7ytrSw,"Just To Serve You, DE",3.5,62,2.0
PADyvVwZoY8waIraBOrN7g,Johnnie's Dog House and Chicken Shack,4.0,151,1.0
h4xFP51FllJyCReUnzH6Ug,Madeline's Italian Restaurant,3.5,10,2.0
JDBjHAYQozrnkaph5XQTTg,La Consentida,4.0,11,
1lOOo2L-Q9jvJAs-nN9dlQ,The Melting Pot,4.0,79,3.0
5tSloJbLGvllqnn9neahLw,Dunkin',2.5,7,1.0
NO6mSRC0hE-cl7CwdRPxmA,Hibachi Japanese Steak House,3.0,33,2.0
JXXjN3mw4zKdBTpRtVQKcg,Pizza Pro,3.5,26,2.0
Vg48ETIyEP9MALSqfDLGmA,McDonald's,2.0,19,1.0
0wX-W6ljNl0qJVEaE3tEbQ,Five Guys,3.0,21,1.0
MsWmW4SkisV0uJIBxeNstA,De La Coeur Café et Pâtisserie,4.5,160,2.0
vJLbVnnZFb_kiUMjGIWsSg,McDonald's,1.5,7,1.0
_vpIEol9cEn3Y3KLpwbGkg,Chelsea Tavern,3.5,277,2.0
cg-5DuEk0AMzuILNx8FGtg,Denny's,2.0,70,1.0
BnbHihkBM50Xq-uBy5bpcg,Cajun Kate's Philly Pike,4.5,64,2.0
_CYSduKMEb9c_q2zX63dmQ,Mi Cosina,4.5,21,1.0
FzlicQyHeIbLGreKpfrOmw,Charcoal Pit,2.5,46,2.0
JdY3_VeTm-dC3MG6Uzi1Lg,Seasons Pizza,2.0,31,1.0
O4pbnpQYTSifS9plCU06ig,Domino's Pizza,2.0,15,1.0
tb7o44eBlw-mLux6ODIXGA,Serpe & Sons Bakery,3.5,40,2.0
UGHVZSx-t_bVeMfFE-MYwQ,La Poblanita,4.0,28,2.0
zXQ2dEqAmUQfacYCZLehpQ,Jake's Wayback Burgers,4.5,9,1.0
Gu_CWWSWsd37hpJyEHmgTQ,Prima's Pizza & Pasta,3.5,28,2.0
jeL2UXjzEqjAj9hXhIdagg,Merchant Bar,4.0,51,2.0
m3tc5lXPk0VQB8gjYANXIQ,Eggspectation,4.0,218,2.0
0CennNWmhiYdSOEkGr7vkw,Pan Tai Restaurant,1.5,6,2.0
3lz2SeaByGnNHkqefOOw7g,Hachi Asian Fusion,4.0,39,
_GWFsg1dl--bf7SnnCH4zg,El Tapatio Mexican Restaurant,3.0,161,2.0
rC8BSNd6Anq41TVkP92kOw,Wawa,3.0,10,1.0
zJo7j03ZP32Ou3YdGh5fQg,Shake Shack,3.0,140,2.0
WjfKT9KFRIufHXQkXp8Kzg,Hong Hing Chinese Restaurant,4.0,37,1.0
23hSJ8QvSK0J7pcqXARrOA,Red Lobster,3.0,51,2.0
timmWUfeZ0ES0-mGnY5E2g,Park Café,5.0,5,
YPk2HzBuz3Pro6snB5l3KA,Route 3 Diner,3.0,70,2.0
3KAW3nQD8w-eRy6U3sM0Tg,Mr. Taco,2.5,12,
BMM41XabMlOBDdv9A-P95w,Chipotle Mexican Grill,2.5,8,1.0
YTVRcMtQ0-dPkITAHTiZ2w,Bella Vista Trattoria,4.5,9,1.0
jBgAnt-Espd14jxCshc1SQ,Metro Diner,3.5,148,2.0
5RZPAro3mrnVVIQ9FESIyw,Treehouse Café,4.5,59,2.0
K0Cw8KXgF23sEji9TnfBkA,Le Cavalier At The Green Room,3.5,41,
GUapKeZz8THjpuS3urS16A,Wawa,3.5,10,1.0
4iuNK5svIKV_GrbSwAXM6Q,Wawa,3.0,17,1.0
EXEX90O-ULvk1FB-q0WELg,IHOP,2.0,19,2.0
LTEpFgVru40dLvg1dsaD8g,Milk+Honey807,4.0,14,
byc92hBKz0DKvjcpl76LRQ,Jasmine Asian Cuisine & Sushi Bar,3.0,145,2.0
ut9lc20Dq7tUH0tZMKic1w,McDonald's,2.0,16,1.0
wzR95QhtA8xn7cLEfsQWmw,Mamma Gina Pizza,4.5,14,1.0
wyUcCSAhlgxNJvh1EmmobA,GoodEase - Take and Bake,4.5,13,2.0
z_mI02wyyYD6PJ9wHqY1fw,Saladworks,2.5,19,1.0
KyRjvo1p7pQlyRsGHKOUHg,Papa John's Pizza,3.0,5,1.0
pIoIdh3M-RQ9ohTtgzGd9A,India Grille,3.5,117,2.0
cDY4-OYo1IOGzxrbS4p3iw,Twist'd Tomato,3.5,24,
14V1okj0kDg2JU6ykdeKLw,Ming Garden,3.0,21,1.0
9rqb7gBJPbsFuESZfVMaXQ,Orillas Tapas Bar & Restaurant,4.5,44,3.0
wST1GG4p9sCoOuvKKvLVWw,Jakes Wayback Burgers,3.0,14,1.0
WqjT1iiNEzr8P9kis0GunQ,El Pique II,4.0,5,1.0
uk_3KQEx_v-cV0GO1yvyKA,Express Wings & Pizzeria,2.0,13,2.0
UQxzV_rY0rdbW9pPR2dsTg,Michael's Restaurant & Pub,3.0,96,2.0
lgxwrbvtz-Vqhc-oryi5qQ,Ciro Food & Drink,4.5,59,
jns8FlhfwbGfsE10eKLBnA,Market Street Bakery and Cafe,4.0,23,1.0
F82shtmHPubyaRgwJVdf-A,Evergreen Restaurant,4.0,12,1.0
S7A1UW-wCpPP70d9mEbc1w,ShopRite of 1st State Plaza,2.0,18,2.0
Nb-kpSwmX_LA-1fnvfRT_w,The Wicked Vine,3.0,6,2.0
YXceGbVTwnTHsPbRb1gp4g,China King Restaurant,2.0,7,1.0
ZE6HI1zBSlGDYAUXzvVixg,OB's Jamaican Restaurant,4.5,24,2.0
kIiFXhJY5mymV8_25A7jrA,Fresco pizzeria,4.0,22,1.0
QnAhrSePleZX_Tof5CR3hg,Checkers,2.0,5,
YvkadIJ-G9OPpnCOSW2ISg,Le Shio,3.5,201,2.0
nvpT3yvXm7fPDZlkzkf2fQ,Taco Bell,2.5,18,1.0
SxyKh33vZAUevgqQ5CYGtA,Temptations,3.0,11,2.0
bjZQ8Ql0QzlRW6GgdgIytw,Grub Burger Bar,4.0,170,2.0
W7IXC4Bq5jXOQVV6Cu1OSA,Wawa,2.0,12,1.0
yvVJxONMGqOzO1ouw77J3Q,Constitution Yards,4.0,55,2.0
Sm3LFPwOdn975HvcfrqDOw,QDOBA Mexican Eats,2.5,23,1.0
86vyH37R2Edv0zKBc1lQyg,King Garden,3.5,16,1.0
PXVw9DhzDDtq0TGcsdYsIQ,Cannon's Custom Cakes Bakery,2.5,52,2.0
K8kw1ylsCTeEAAOY179feQ,Sbarro,3.5,6,1.0
1fwJTdGs4Fsm_mguZX6SFQ,Sweets To You by Ginger,2.5,25,2.0
dmj-6zHdO8R76-pdqiV8nw,Popeyes,2.0,21,1.0
rXieH75VhdR2pQhf1CWxhQ,Adams’ Rib & Grille,3.5,22,
q7J8uBa2o8a1iac_8x741Q,Checkers,2.0,13,
u7bo1o8ry-fvb6PbvtZJzQ,Poke Bros,4.0,68,2.0
BKlw_Ao7FK01I5j9w_EXwA,Cocina Lolo,3.5,47,2.0
EMVKCwf8Ck0XsADY_kCWkw,Wilma's,4.0,7,
-L4ZVlzmrVKCs6F7ucgikA,Asnan Sushi Bar & Asian Cuisine,2.0,6,2.0
ym3e_a1L4gyKZWU1-LuRYQ,Cosi,3.0,11,2.0
a2NKecVY4wof4NGSc4hFXg,European Bistro,4.0,19,2.0
iQa7kNO5jMkGeJCJzbCPGg,Nordstrom Ebar Artisan Coffee,4.0,14,2.0
i92ouDpINZXfL5gov7I5Kw,Pat's Pizza & Pasta,2.5,21,1.0
7U7IgKCBvUqHDoZvmunuAA,McDonald's,1.5,16,1.0
OO5oDYrIYlJaoFAFetrW-g,Wawa,3.0,7,
V71KzO8mXPK7E8no2FN8sw,McDonald's,1.5,6,1.0
2WOZLyI8pRNF5HSl8RAeaQ,Seasons Pizza,2.5,32,1.0
lR5MEog_4Xr4Wkw5bEWSNg,Pat's Pizzeria,3.0,16,1.0
eunaT5pF5ffyNUm0O8Zcrg,Troy Pizza & Family Restaurant,2.5,28,1.0
oC43ya3FFAG256bEXyXm2g,Saladworks,3.0,44,2.0
RnF36ZCuwHxpoFXf2aXX1g,Pochi,4.5,114,2.0
OQQEhFY3Nvb5_jkmcQQDyw,PrimoHoagies,3.0,24,2.0
Z3QKriJ_9J8gIy8C4QzaIw,IHOP,2.5,39,1.0
e7eiRgVzH0v3GXDGURgf9A,Sterling Grille,3.5,11,1.0
uSRW0_iRB_Ri_qO_fz9VjA,Two Stones Pub,3.5,51,2.0
WhQbHbOGtYas5LdNr2OQNQ,Island Fin Poke,5.0,8,
giGFpZkRy89cUzgTuyfNGA,Hibachi Sushi and Super Buffet,2.5,27,2.0
9kRo0ULH--EDQwI69Shw-w,Alex's Seafood Restaurant & Clam Bar,3.5,52,2.0
FN1sLS5hfMydZX94SYD1QA,Claymont Steak Shop,2.5,73,2.0
XuH43OxI-NmA5-KbM5auvQ,Harry's Fish Market & Grill,3.0,9,2.0
riwJWxj4850tGBhRahDt7g,Sushi Sumo,4.5,191,2.0
5c_jYz4IolgGdrJLabSTew,Casapulla's Elsmere Steak & Sub Shop,4.0,49,1.0
8hWGADp-m3NzX1-oSXPwPQ,Burger King,2.5,7,1.0
Kk9WgsCJEclBbhWXxeL1TQ,Gyro Stop,4.5,5,1.0
NsTtjA9ZuJVr6pHApkOXsw,Anthony's Coal Fired Pizza,3.5,158,2.0
TB9Oi-HliFy7yycFFzvm9w,Taqueria Rojas,3.0,5,
8aZFTAunMPJhv0Zz4jHWGw,Sweeneys Bakery And Ice Cream,3.5,22,2.0
OSjSbJEyIkey6tcTgL9y3Q,Happy Fortune Restaurant,3.5,20,1.0
T7pfUqFPaxJWLquFePSLcw,Catherine Rooney's,3.0,73,2.0
Uz4ezmjEr2SawQL3zRcoZQ,Dom's N.Y. Style Pizzeria,4.0,83,1.0
K32hC2muzKilZkUs9RJhcw,Famous Rivera Grill,3.5,39,2.0
pe4nl6zFDnoYx9ZaMOl-3w,Capriotti's Sandwich Shop,2.5,48,1.0
FrkGJp1WIxpFFT07Qbos5w,The Well Coffeehouse and Marketplace,4.5,44,2.0
q2SSz2-nRYWeFG2EoUMuZQ,Santa Fe Mexican Grill - Wilmington,4.0,33,2.0
ojmk4fKI4_8ZqRggwlxUpw,Leo & Jimmy's Delicatessen,4.0,14,1.0
ELX24jqeRWZbR-Dq6wrnLQ,Crafty Crab,3.5,7,
6tQrTyDTs5hWh5e4LlPLCg,McDonald's,1.5,14,1.0
tILA8ctsD_OZIcM2IfSyQA,Cafe SiTALY,4.5,169,2.0
vRdQizZLDFVh7TA9koOq2Q,Union City Grille,3.5,36,2.0
ELgR35KIlpuTMeWi6tFP7g,Mikimotos Japanese Restaurant & Sushi Bar,3.5,269,2.0
ifEkf8JxP3RCBeszcIGLww,Scalessa's,5.0,176,2.0
VbzoVWEPSfzaIGBq4KlVwQ,Soybean Asian Grille,4.5,167,2.0
z9i9Tym7T64lMDg70Ii9hw,Stoney's British Pub,4.0,104,2.0
QNoDyRjQTmt2Pt1K4xHW3Q,Wade's,4.5,5,1.0
96z5LhtPc2RQgNabJvrCJg,The Spare Rib,4.5,9,2.0
kBt6_fX1pZzizIMXDtD7og,New York Bagel Cafe & Deli,2.5,9,1.0
zLDQl0CEv3WNSHAB1g8xXg,Hibachi Japanese Steak House,2.5,35,2.0
gd15-d7r2joRjkcXywMWUw,LongHorn Steakhouse,3.5,10,
JvFDMS5yryf3lDwUPAb6OQ,Skyline Grill,2.0,7,2.0
Tr-8_aJ7VgywoRk3sMC4Ww,Ioannoni's Bullroasters,4.5,182,2.0
nXZS5W8-4VztBpjYIinpNw,No. 1 China Restaurant,3.0,12,1.0
P_1mSczqlosmm4ahM8v6LQ,North Quarter Creole,3.5,32,2.0
SRg4QRR7xQrZ6cp9u8VX9g,Potstickers Asian Grill,3.5,220,2.0
r6MBlUIS8_U1JINh8HJZTw,Ciao Pizza & Pasta,3.5,23,1.0
yCgoR5GRjPXZXpdwHMUqTw,Burger King,1.5,18,1.0
Ni1KrIwBlv489_4GTzXGEQ,Atami Grill & Sushi Express,2.5,52,1.0
nTIbCcAYMRrzUm29h0dk8Q,DiMeo's Pizza,4.0,140,2.0
-M9uwwh6jHbzjHOm2N5fHg,The Legend Restaurant and Bakery,4.0,38,2.0
bDFk_io_k-6To1ul3h3tuA,Dunkin',3.5,10,1.0
CZh7ag6mlr-4AMNkiEzHRg,Krispy Krunchy Chicken Pizza Grill,4.0,5,
XIBoAKSB52c3BYXnbLpgaA,Oldbanks Bistro,4.0,46,2.0
KMxOsLntxetLSVUIf-uG4w,Ed's Hot Dogs,5.0,8,1.0
UK-v9kE16bUrifXmzfFxUw,KFC,2.5,7,1.0
oCo71AEK7x-CGpzVg56wRA,Kennedy Fried Chicken,3.5,9,1.0
aQNDJ0WyuJZK-ZwkZqJq4g,Rays Market,3.0,5,1.0
z00F0RSAGimvSU9IrTevOw,McDonald's,1.0,5,1.0
W0hyjefq4YWl-uV-Hye5Mw,Fat Rick's BBQ and Catering,4.0,9,
MxfQ_HrOBrSPSVk24CAb9A,Jamba,3.0,24,1.0
h9tUG_bLdX30YAED9q0Fsg,Claymont Steak Shop,3.0,171,2.0
aeZmTIjW5MbEARJC0Ch1rQ,El Salvadoreno,4.0,9,
V0ffRTuD2eZkUn6dyZAgRw,Arby's,3.0,12,1.0
FNDX_9BaClbnmJyZI0mndQ,Saladworks,2.5,10,1.0
YNWEM2NVocUl6d74yRvpug,Golden City Chinese Cuisine,3.5,12,1.0
HmeKJIWJaJ7u8V9NhnZIEg,The Simple Greek,3.5,26,1.0
bS6aPaOR0X6OH4eFeEeUfw,Krazy Kats Restaurant,4.0,58,3.0
MAQ3xsIxI9wbvilPYkvmVQ,Kampo Garden Chinese Food,2.5,16,1.0
_PlmFAlaUQHdQN6rli0gzA,Wawa,2.5,8,2.0
6X1uRuf4Ykdt0prs_xqz6w,Hong Kong Chinese Food Eat In & Take Out,4.0,16,
f3qKagX8q2lnz1O6Ulck7w,PureBread Deli,4.0,56,2.0
7L6pFDZN7jR2KqrDuxy-ng,Hooters,3.5,6,
wu4zVzAeTIClugvU_X4meA,Bally's Chinese Restaurant,3.5,23,1.0
IrD6smDjZM-Rt7B-SJDp4g,China Wok,3.5,8,
iR5MI7ch9z3AYiqxBVLJLw,Sullivan's Steakhouse,3.5,207,3.0
9zOydjYJlIqsnJYtWDNP-A,Maiale,5.0,21,1.0
iWFK7U-wBR-68X0VFrSkNA,Booth House Tavern,4.5,11,
9tQG4U90-x7Ha2_Tdg4Xmw,Boston Market,3.0,13,1.0
kLWpuSBJ0MGM7XRNlg0EEQ,Mojo Loco,4.0,19,2.0
v6AlogsSBf4sxrVHcSnMHQ,Samson's Country Maid,4.0,6,1.0
J4zpaa-HozFmRt4hYGlBuw,Arby's,3.5,6,1.0
Q6_cM-2YjN10hgfs35Ml6g,Ruby Tuesday Restaurant,2.0,6,2.0
lxuRSOi2RCW2yu0HT7GBEQ,Krispy Krunchy Chicken,4.0,5,
YIaZeWePIaddftxUoxRh5g,Chuck E. Cheese,2.0,19,
UREmwQBCMimpOuFyKPW3xw,Burger King,2.0,24,1.0
B5S_5MCYNWvcz0qn6dnTUw,Checkers,2.0,23,1.0
P9pwQW2d-M1YgYQH71K-qw,Olympic Subs & Steaks,4.5,64,1.0
E-3TJ8yFXpUSv1aThsVfZw,King Garden,4.0,10,1.0
nN8plg8HmBSb4c7zdCZALQ,Bull Bay Cuisine,2.5,27,2.0
7UFRDoDdwC3_Pt77FzaJfg,Brew Haha!,4.0,5,1.0
ZlgwjiDDgsXl_rzR3XYwhw,Dash In,2.5,6,
Z53I9xwy0aMRy577GuM1KQ,Kapow Food Truck,4.0,10,2.0
ZlOWflwsH8mMtyMlQgYWZw,Nal Restaurant,4.0,31,
sSEKLTDGKdvOqevbfoBbiw,Cavanaugh's Restaurant,4.0,24,2.0
EXEzZQObGgWlQEHqZs3fLg,Seafood Stop,3.0,6,
aAslC0l5mZB8oJNbld0byA,McGlynns Pub,3.0,48,2.0
rDy9qZZEq-mbKExVQNTaqQ,Toscana to Go,3.0,21,2.0
AaRpbFg8-dazKyKmoh65tQ,Goodfellas Steaks & Subs,3.5,23,1.0
_95ZY2UZrasSfuoDD_E1YA,Suki Hana,3.0,50,1.0
Pn8fn5d95xGhEd-LADm2zw,Tacos Don Vicente,5.0,8,1.0
f5KbR9Ty05qgJvFbMm7fjA,The House of William and Merry,4.5,156,3.0
QENmoWh-mSKD8cBaK8lYhw,JB McGinnes Pub and Grille,3.0,10,1.0
N9L1B3TD57wyDl7f3Awlcg,KFC,1.0,31,1.0
e_OEKGsZEndFkqcVyVb3Rw,Lotsa Pasta Restaurant & Lounge,2.5,9,2.0
2O2K6SXPWv56amqxCECd4w,The Plum Pit,4.5,14,1.0
